comm_insee;NOM_COM;Nb_log_pp_2022;Prop_logvac_pp_2A_010121
47252;Sainte-Livrade-sur-Lot;3 381;9,5
47253;Sainte-Marthe;300;5
47254;Saint-Martin-Curton;;
47258;Sainte-Maure-de-Peyriac;211;18
47260;Saint-Maurin;318;10,4
47264;Saint-Pardoux-Isaac;687;2,3
47265;Saint-Pastour;237;14,8
47269;Saint-Pierre-de-Clairac;408;4,2
47276;Saint-Sardos;;
47278;Saint-Sernin;314;5,1
47280;Saint-Sylvestre-sur-Lot;1 234;3,6
47283;Saint-Vite;578;8,5
47289;La Sauvetat-de-Savères;247;4,9
47290;La Sauvetat-du-Dropt;335;3,3
47291;La Sauvetat-sur-Lède;313;6,1
47292;Sauveterre-la-Lémance;430;12,3
47293;Sauveterre-Saint-Denis;205;7,3
47300;Sérignac-sur-Garonne;534;4,9
47301;Seyches;552;4,5
47302;Sos;516;17,1
47305;Tayrac;206;5,8
47306;Le Temple-sur-Lot;619;6,5
47309;Tombebœuf;292;12,7
47310;Tonneins;4 857;4,7
47312;Tournon-d'Agenais;449;10
47315;Trentels;463;5,2
47316;Varès;;
47317;Verteuil-d'Agenais;275;12,7
47318;Vianne;610;9,5
47320;Villefranche-du-Queyran;222;10,4
47323;Villeneuve-sur-Lot;13 153;5,6
47324;Villeréal;917;7,7
47325;Villeton;;
47326;Virazeil;807;1,9
47327;Xaintrailles;238;14,3
48004;Altier;;
48009;Peyre en Aubrac;1 937;7,5
48012;Les Monts-Verts;247;7,3
48013;Badaroux;549;4,7
48016;Balsièges;344;4,9
48017;Banassac-Canilhac;771;7
48018;Barjac;432;4,2
48019;Barre-des-Cévennes;;
48027;Mont Lozère et Goulet;1 416;5
48034;La Canourgue;1 512;8,1
48038;Bel-Air-Val-d'Ance;511;7,2
48039;Chanac;894;6
48042;Chastel-Nouvel;;
48043;Châteauneuf-de-Randon;;
48050;Bédouès-Cocurès;448;5,8
48051;Le Collet-de-Dèze;604;5,5
48061;Florac Trois Rivières;1 543;3,4
48064;Fournels;281;8,5
48070;Grandrieu;644;11,2
48075;Ispagnac;754;5,8
48080;Langogne;2 327;12
48083;Les Laubies;;
48086;Luc;;
48089;Le Malzieu-Forain;410;4,9
48090;Le Malzieu-Ville;721;6,2
48092;Marvejols;3 135;13,7
48094;Massegros Causses Gorges;786;5,6
48095;Mende;5 891;4,9
48096;Meyrueis;698;6,3
48097;Moissac-Vallée-Française;240;6,7
48099;Bourgs sur Colagne;1 104;7,2
48103;Montrodat;525;4
48104;Nasbinals;443;8,1
48105;Naussac-Fontanes;;
48111;Pelouse;202;7,4
48115;Le Pompidou;;
48116;Pont de Montvert - Sud Mont Lozère;878;3,8
48126;Lachamp-Ribennes;338;8,6
48127;Monts-de-Randon;1 045;7,1
48128;Rimeize;419;3,8
48132;Saint-Alban-sur-Limagnole;998;9,1
48140;Saint-Chély-d'Apcher;2 539;8,6
48146;Gorges du Tarn Causses;1 159;6,3
48147;Saint-Étienne-du-Valdonnez;419;5,5
48148;Saint-Étienne-Vallée-Française;582;7,2
48152;Ventalon en Cévennes;;
48155;Saint-Germain-de-Calberte;;
48156;Saint-Germain-du-Teil;514;9,3
48166;Cans et Cévennes;;
48178;Saint-Privat-de-Vallongue;238;7,1
48193;Vebron;;
48194;Vialas;777;6,2
48198;Villefort;608;10,9
49002;Allonnes;1 300;4,4
49003;Tuffalun;807;3,1
49007;Angers;64 792;1,8
49008;Angrie;396;4,8
49015;Avrillé;6 090;0,5
49018;Baugé-en-Anjou;5 548;6,1
49020;Beaucouzé;2 055;0,8
49021;Beaufort-en-Anjou;2 762;2,7
49022;Beaulieu-sur-Layon;591;2,7
49023;Beaupréau-en-Mauges;9 627;1,8
49026;Bécon-les-Granits;;
49029;Blaison-Saint-Sulpice;671;2,5
49030;Blou;;
49035;Bouchemaine;2 626;0,8
49036;Bouillé-Ménard;;
49041;Brain-sur-Allonnes;893;3,1
49045;La Breille-les-Pins;269;6,3
49048;Briollay;1 315;1,3
49050;Brissac Loire Aubance;4 645;1,9
49054;Candé;1 295;4,9
49058;Les Cerqueux;;
49060;Bellevigne-les-Châteaux;1 621;3,5
49061;Challain-la-Potherie;407;6,6
49063;Chalonnes-sur-Loire;2 989;0,5
49067;Chenillé-Champteussé;156;7,1
49068;Champtocé-sur-Loire;752;2,8
49069;Orée d'Anjou;7 395;2,2
49070;Chanteloup-les-Bois;321;3,4
49080;Les Hauts-d'Anjou;3 520;3
49082;Chaudefonds-sur-Layon;;
49086;Terranjou;1 650;3
49089;Chazé-sur-Argos;;
49090;Cheffes;;
49092;Chemillé-en-Anjou;8 743;3,1
49099;Cholet;23 167;1,4
49109;Coron;699;3,9
49110;Corzé;;
49120;Denée;657;3,2
49123;Distré;752;2
49125;Doué-en-Anjou;4 958;3,4
49127;Durtal;1 519;5,1
49129;Écouflant;1 721;0,8
49131;Épieds;;
49132;Étriché;634;2,8
49135;Feneu;899;1,8
49138;Les Bois d'Anjou;1 145;4,2
49140;Fontevraud-l'Abbaye;547;8,2
49155;Grez-Neuville;649;2,3
49160;Ingrandes-Le Fresne sur Loire;1 271;3,1
49163;Jarzé Villages;1 180;3,7
49167;Les Garennes sur Loire;2 076;1,4
49170;Juvardeil;388;4,9
49174;Huillé-Lézigné;573;4,7
49176;Le Lion-d'Angers;2 022;2,4
49178;Loiré;410;7,1
49180;Longué-Jumelles;2 842;3,4
49183;Val d'Erdre-Auxence;1 966;2,3
49192;Maulévrier;1 270;1,7
49193;Le May-sur-Èvre;1 573;1,9
49194;Mazé-Milon;2 366;2,5
49200;Longuenée-en-Anjou;2 353;0,9
49201;La Ménitré;857;2,2
49205;Miré;386;3,1
49211;Montilliers;482;2,7
49214;Montreuil-Juigné;;
49215;Montreuil-Bellay;1 690;2,6
49218;Montrevault-sur-Èvre;6 905;2,9
49219;Montsoreau;345;7,8
49220;Morannes sur Sarthe-Daumeray;1 652;4,7
49221;Mouliherne;537;7,4
49222;Mozé-sur-Louet;843;1,4
49223;Mûrs-Erigné;2 483;0,6
49224;Neuillé;;
49228;Noyant-Villages;3 312;7,3
49235;Parnay;273;7,3
49240;La Plaine;423;5
49244;Mauges-sur-Loire;7 964;2,9
49246;Les Ponts-de-Cé;4 874;0,5
49247;La Possonnière;1 053;1,7
49248;Ombrée d'Anjou;3 854;3,3
49253;Le Puy-Notre-Dame;647;6,2
49259;Rochefort-sur-Loire;1 107;2,4
49260;La Romagne;826;1,7
49261;Gennes-Val-de-Loire;4 168;3,2
49266;Saint-Augustin-des-Bois;494;2,4
49267;Saint-Barthélemy-d'Anjou;3 118;1
49271;Saint-Clément-de-la-Place;824;1,3
49272;Saint-Clément-des-Levées;521;3,3
49278;Sainte-Gemmes-sur-Loire;1 587;1,4
49283;Saint-Georges-sur-Loire;1 476;1,6
49292;Val-du-Layon;1 438;2,9
49301;Sèvremoine;10 406;1,7
49307;Loire-Authion;6 497;1
49310;Saint-Paul-du-Bois;;
49311;Saint-Philbert-du-Peuple;564;2,3
49323;Verrières-en-Anjou;2 707;1,3
49328;Saumur;13 028;4,6
49329;Savennières;599;3,7
49331;Segré-en-Anjou Bleu;7 389;2,6
49332;La Séguinière;1 665;1,4
49333;Seiches-sur-le-Loir;1 158;3
49336;Somloire;369;5,1
49341;Souzay-Champigny;373;5,4
49343;La Tessoualle;1 317;1
49345;Bellevigne-en-Layon;2 501;2,6
49347;Tiercé;1 936;1,8
49353;Trélazé;4 706;0,6
49355;Trémentines;;
49358;Turquant;;
49359;Les Ulmes;284;3,9
49361;Varennes-sur-Loire;861;2,4
49362;Varrains;626;1,9
49364;Vaudelnay;571;4,4
49367;Erdre-en-Anjou;2 102;1,5
49368;Vernantes;931;5,9
49369;Vernoil-le-Fourrier;714;4,9
49371;Vezins;746;2,8
49373;Lys-Haut-Layon;3 602;5,2
49374;Villebernier;622;3,4
49377;Rives-du-Loir-en-Anjou;2 262;1,1
49378;Vivy;1 104;2,3
49381;Yzernay;805;1,6
50002;Agneaux;2 029;1,9
50003;Agon-Coutainville;3 564;3,1
50013;Anneville-en-Saire;;
50019;Aucey-la-Plaine;237;5,1
50025;Avranches;4 698;4,5
50027;Bacilly;508;2,8
50029;Barenton;730;12,3
50030;Barfleur;572;7,2
50031;Barneville-Carteret;3 197;2,6
50038;Beauchamps;242;5
50041;La Hague;5 399;2,1
50042;Beauvoir;313;7,3
50048;Beslon;298;4,4
50049;Besneville;375;5,9
50058;Blainville-sur-Mer;1 177;2,5
50066;Jullouville;3 241;0,9
50074;Brécey;1 118;6,6
50076;Bréhal;2 731;2
50077;Bretteville;597;2,2
50078;Bretteville-sur-Ay;501;2,6
50082;Bricquebec-en-Cotentin;2 702;3,7
50085;Bricqueville-sur-Mer;819;2,6
50087;Brix;987;2,5
50090;Buais-Les-Monts;482;13,3
50092;Cambernon;343;3,5
50095;Canisy;807;3,7
50099;Carentan-les-Marais;4 411;3,9
50102;Carolles;1 049;1,6
50109;Cérences;977;3,3
50110;Cerisy-la-Forêt;512;4,1
50111;Cerisy-la-Salle;506;4
50112;La Chaise-Baudouin;;
50117;Champeaux;387;3,4
50118;Champrepus;;
50129;Cherbourg-en-Cotentin;29 231;2,4
50130;Chérencé-le-Héron;;
50137;La Colombe;;
50139;Condé-sur-Vire;1 755;1,4
50142;Vicq-sur-Mer;801;2,5
50143;Coudeville-sur-Mer;;
50144;Coulouvray-Boisbenâtre;346;10,7
50147;Coutances;3 448;4,1
50148;Couvains;245;5,3
50151;Créances;1 237;3,8
50158;Cuves;;
50159;Dangy;303;4,3
50162;Digosville;806;1,4
50165;Donville-les-Bains;2 272;1,5
50167;Dragey-Ronthon;615;4,1
50168;Ducey-Les Chéris;1 298;3,5
50178;Fermanville;1 019;1,5
50181;Feugères;;
50184;Flamanville;797;4,1
50188;Folligny;560;2,9
50195;Gathemo;;
50196;Gatteville-le-Phare;;
50197;Gavray-sur-Sienne;1 214;3,3
50199;Genêts;423;3,1
50200;Ger;541;10,4
50209;Gonneville-Le Theil;667;2,4
50210;Gorges;;
50215;Gouville-sur-Mer;2 319;2,3
50217;Le Grand-Celland;314;5,7
50218;Granville;9 264;2,1
50219;Gratot;;
50222;Grosville;;
50228;Hambye;687;5,8
50231;Hauteville-sur-Mer;1 083;1,7
50232;Hauteville-la-Guichard;244;6,1
50236;La Haye;2 587;5,2
50237;La Haye-Pesnel;658;4,4
50239;Thèreval;774;1,8
50256;Isigny-le-Buat;1 756;8,1
50259;Juilley;337;3,9
50260;Juvigny les Vallées;1 070;9,4
50266;Lengronne;;
50267;Lessay;994;3,2
50272;Lingreville;1 352;2,8
50273;Montsenelle;805;4,1
50274;Les Loges-Marchis;529;7,2
50276;Lolif;324;4,3
50281;La Lucerne-d'Outremer;;
50289;Marchésieux;335;3,9
50292;Marigny-Le-Lozon;1 213;5,2
50294;Martinvast;599;4,7
50297;La Meauffe;478;4,6
50315;Le Mesnillard;169;10,7
50328;Millières;388;3,6
50332;Les Moitiers-d'Allonne;518;2,1
50335;Montaigu-la-Brisette;;
50338;Montbray;;
50341;Montebourg;755;3,2
50342;Montfarville;584;3,8
50349;Montmartin-sur-Mer;983;1,3
50350;Montpinchon;322;4,7
50356;Moon-sur-Elle;379;5,3
50359;Mortain-Bocage;1 737;9,8
50363;Moyon Villages;625;4,2
50364;Muneville-le-Bingard;;
50371;Le Neufbourg;268;6
50378;Notre-Dame-de-Cenilly;358;3,6
50388;Orval sur Sienne;670;2,4
50391;Grandparigny;1 507;7,9
50393;Percy-en-Normandie;1 217;3,9
50394;Périers;1 060;5,6
50400;Picauville;1 584;4,9
50402;Les Pieux;1 455;3,3
50403;Pirou;1 731;1,6
50407;Poilley;458;5,2
50409;Pont-Hébert;926;3,6
50410;Pontorson;2 736;5
50412;Port-Bail-sur-Mer;2 587;4,1
50413;Précey;;
50417;Quettehou;1 158;4,1
50419;Quettreville-sur-Sienne;1 655;3,3
50420;Quibou;462;5,4
50421;Quinéville;;
50426;Rauville-la-Place;;
50428;Reffuveille;320;8,4
50429;Regnéville-sur-Mer;713;2,5
50431;Remilly Les Marais;578;5,5
50433;Réville;900;3,6
50436;Romagny Fontenay;696;6,2
50437;Roncey;401;5,5
50443;Sacey;310;8,1
50444;Saint-Amand-Villages;1 131;2,3
50448;Saint-Aubin-de-Terregatte;;
50452;Saint-Brice-de-Landelles;369;4,1
50453;Sainte-Cécile;402;4,2
50455;Saint-Clair-sur-l'Elle;360;3,3
50456;Saint-Clément-Rancoudray;355;11,5
50462;Saint-Cyr-du-Bailleul;297;13,1
50463;Saint-Denis-le-Gast;364;7,1
50464;Saint-Denis-le-Vêtu;319;6,3
50474;Saint-Georges-de-Rouelley;362;10,8
50475;Saint-Georges-Montcocq;458;3,5
50480;Saint-Germain-le-Gaillard;;
50481;Saint-Germain-sur-Ay;1 318;2
50483;Saint-Gilles;443;5,2
50484;Saint-Hilaire-du-Harcouët;3 386;7,9
50486;Saint-Jacques-de-Néhou;;
50487;Saint-James;2 639;7,4
50490;Saint-Jean-de-la-Rivière;368;3,8
50492;Saint-Jean-d'Elle;1 114;2,8
50493;Saint-Jean-des-Champs;;
50496;Saint-Jean-le-Thomas;567;3,2
50499;Saint-Laurent-de-Cuves;;
50500;Saint-Laurent-de-Terregatte;329;9,7
50502;Saint-Lô;7 393;3,6
50507;Saint-Marcouf;366;3,6
50509;Sainte-Marie-du-Mont;463;3
50510;Saint-Martin-d'Aubigny;;
50512;Saint-Martin-de-Bonfossé;;
50523;Sainte-Mère-Église;1 696;3,7
50525;Saint-Michel-de-Montjoie;267;7,9
50531;Saint-Ovin;379;5,3
50532;Saint-Pair-sur-Mer;3 971;3
50535;Le Parc;529;4,9
50539;Saint-Pierre-Église;889;4,4
50542;Saint-Pois;;
50543;Saint-Quentin-sur-le-Homme;625;3,2
50546;Bourgvallées;1 565;3,6
50550;Saint-Sauveur-Villages;1 665;4,3
50551;Saint-Sauveur-le-Vicomte;1 051;6,9
50562;Saint-Vaast-la-Hougue;1 442;2,6
50563;Saint-Vigor-des-Monts;;
50564;Terre-et-Marais;587;2,4
50565;Sartilly-Baie-Bocage;1 439;3,2
50567;Saussemesnil;456;4,4
50570;Savigny-le-Vieux;292;10,3
50576;Siouville-Hague;664;2,7
50577;Sortosville-en-Beaumont;190;5,8
50579;Sottevast;611;2,8
50582;Sourdeval;1 758;8
50585;Surtainville;846;3,5
50591;Le Teilleul;1 121;11,9
50592;Tessy-Bocage;1 212;7,5
50593;Teurthéville-Bocage;350;7,1
50597;Tirepied-sur-Sée;441;2,9
50601;Torigny-les-Villes;1 961;3,3
50604;Tréauville;399;5,8
50606;Tribehou;268;4,1
50612;Vains;448;3,1
50613;Valcanville;244;6,6
50615;Valognes;2 945;3,6
50616;Le Val-Saint-Père;988;2,6
50626;Ver;243;7,8
50629;Vesly;385;3,4
50637;Villebaudon;;
50639;Villedieu-les-Poêles-Rouffigny;2 092;6,3
50643;Virandeville;373;2,9
50648;Yvetot-Bocage;513;2,1
51002;Saint-Martin-d'Ablois;684;3,4
51007;Ambonnay;514;6,6
51009;Anglure;409;5,9
51018;Athis;332;3,6
51028;Avenay-Val-d'Or;556;7,7
51029;Avize;876;6,8
51030;Aÿ-Champagne;2 549;6,5
51032;Bagneux;;
51036;Barbonne-Fayel;361;14,7
51042;Baye;240;8,8
51043;Bazancourt;;
51049;Bergères-lès-Vertus;308;3,9
51054;Bétheniville;;
51055;Bétheny;2 449;1,2
51058;Bezannes;1 849;1,1
51065;Blacy;321;5
51070;Boissy-le-Repos;173;9,2
51075;Bourgogne-Fresne;601;2,7
51079;Bouzy;477;6,3
51085;Le Breuil;236;5,5
51092;Broyes;233;9,9
51105;Cernay-lès-Reims;644;2
51108;Châlons-en-Champagne;14 009;4,7
51119;Champillon;;
51136;Châtillon-sur-Marne;417;6,7
51141;La Chaussée-sur-Marne;369;3
51144;Cheminon;326;6,4
51152;Chigny-les-Roses;294;5,4
51153;Chouilly;602;4,2
51155;Clesles;306;4,2
51160;Compertrix;569;1,9
51161;Condé-sur-Marne;343;3,2
51162;Conflans-sur-Seine;363;4,1
51165;Connantre;418;3,6
51172;Cormontreuil;2 384;1
51192;Courthiézy;;
51193;Courtisols;1 025;2,9
51195;Couvrot;400;4,5
51196;Cramant;527;6,6
51198;Crugny;324;4
51200;Cuis;;
51202;Cumières;469;4,9
51204;Damery;804;7
51210;Dizy;731;4,2
51217;Dormans;1 522;6,5
51230;Épernay;9 926;6
51231;L'Épine;;
51237;Esternay;886;4,7
51238;Étoges;;
51242;Fagnières;1 791;2,2
51243;Faux-Fresnay;;
51248;Fère-Champenoise;1 088;5,1
51250;Fismes;1 804;2,9
51252;Fleury-la-Rivière;305;10,2
51253;Florent-en-Argonne;158;7,6
51262;Frignicourt;851;2,8
51264;Le Gault-Soigny;290;6,9
51269;Giffaumont-Champaubert;391;3,8
51272;Givry-en-Argonne;242;9,1
51281;Grauves;327;5,5
51282;Gueux;;
51287;Hautvillers;399;7
51291;Hermonville;618;2,1
51298;Igny-Comblizy;;
51299;Isles-sur-Suippe;;
51308;Jonchery-sur-Vesle;;
51328;Loisy-sur-Marne;448;3,8
51333;Ludes;408;7,6
51338;Mailly-Champagne;373;7,8
51343;Marcilly-sur-Seine;348;4,6
51344;Mardeuil;726;2,6
51346;Mareuil-le-Port;654;4,4
51358;Maurupt-le-Montois;275;6,5
51367;Le Mesnil-sur-Oger;590;10,5
51378;Monthelon;;
51380;Montmirail;1 735;7,5
51381;Montmort-Lucy;333;6,3
51388;Mourmelon-le-Grand;966;3,3
51389;Mourmelon-le-Petit;335;3,6
51390;Moussy;408;6,4
51399;La Neuville-au-Pont;289;9,3
51413;Oiry;414;2,7
51416;Orbais-l'Abbaye;323;6,8
51423;Pargny-sur-Saulx;703;4,7
51425;Passy-Grigny;238;7,1
51431;Pierry;656;6,4
51432;Pleurs;344;3,8
51440;Pontfaverger-Moronvilliers;607;2,3
51448;Prouilly;365;11,8
51454;Reims;66 290;3,5
51457;Reuil;417;9,4
51461;Rilly-la-Montagne;517;4,6
51472;Saint-Amand-sur-Fion;;
51474;Saint-Brice-Courcelles;1 072;1,6
51492;Saint-Just-Sauvage;826;2,8
51504;Saint-Martin-sur-le-Pré;392;3,6
51506;Saint-Memmie;1 571;2,2
51507;Sainte-Menehould;2 015;7
51513;Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson;233;8,2
51525;Sarry;885;1,4
51526;Saudoy;232;6
51531;Sermaize-les-Bains;982;10,3
51535;Sézanne;2 394;9,5
51536;Sillery;680;1,6
51544;Sommepy-Tahure;266;6
51559;Suippes;1 066;6,8
51564;Val de Livre;329;4,3
51571;Val-de-Vesle;;
51573;Tinqueux;3 373;1,5
51576;Tours-sur-Marne;594;5,9
51580;Trépail;267;10,1
51582;Trigny;314;5,4
51585;Troissy;489;4,3
51592;Vandières;208;8,2
51597;Vauciennes;;
51605;Venteuil;357;10,1
51609;Verneuil;468;4,5
51612;Blancs-Coteaux;1 788;6,3
51613;Verzenay;525;3,6
51614;Verzy;500;6
51622;Ville-Dommange;245;4,9
51629;Villers-Allerand;482;12,4
51636;Villers-Marmery;358;3,9
51643;Vinay;291;4,5
51644;Vincelles;207;8,7
51647;Vitry-en-Perthois;395;4,1
51649;Vitry-le-François;3 623;7,5
51662;Witry-lès-Reims;1 586;0,8
51663;Magenta;787;4,6
52008;Andelot-Blancheville;436;7,3
52017;Arc-en-Barrois;399;9,8
52044;Roches-Bettaincourt;351;9,7
52045;Bettancourt-la-Ferrée;854;1,4
52050;Biesles;758;4
52058;Bologne;823;4,6
52060;Bourbonne-les-Bains;1 703;17,4
52061;Bourdons-sur-Rognon;;
52064;Bourmont-entre-Meuse-et-Mouzon;478;8,8
52074;Breuvannes-en-Bassigny;371;13,7
52076;Bricon;;
52079;Brousseval;331;9,4
52083;Champsevraine;514;8,4
52088;Ceffonds;381;6,8
52093;Chalindrey;1 086;4,1
52099;Chamouilley;376;7,4
52114;Châteauvillain;808;6,3
52121;Chaumont;8 473;4,3
52123;Chevillon;606;5,8
52130;Cirfontaines-en-Azois;;
52135;Coiffy-le-Bas;;
52140;Colombey les Deux Églises;423;8,3
52155;Culmont;;
52164;Damrémont;161;14,9
52165;Dancevoir;178;7,9
52172;Dommartin-le-Saint-Père;166;10,2
52177;Doulaincourt-Saucourt;419;8,1
52178;Doulevant-le-Château;212;16,5
52182;Éclaron-Braucourt-Sainte-Livière;976;4,8
52189;Le Val-d'Esnoms;242;9,1
52190;Esnouveaux;;
52194;Eurville-Bienville;988;5,5
52197;Fayl-Billot;768;9,2
52205;Foulain;368;7,9
52211;Froncles;687;7,3
52242;Haute-Amance;573;8
52248;Is-en-Bassigny;282;5,3
52250;Joinville;1 511;14,7
52251;Jonchery;;
52257;Laferté-sur-Amance;;
52258;Laferté-sur-Aube;266;16,2
52265;Bayard-sur-Marne;591;4,1
52269;Langres;3 288;9,4
52274;Latrecey-Ormoy-sur-Aube;210;12,4
52282;Leffonds;;
52292;Longeau-Percey;311;3,5
52305;Mandres-la-Côte;258;5,4
52308;Maranville;;
52318;Melay;269;14,5
52331;La Porte du Der;954;6,4
52332;Val-de-Meuse;1 033;8,3
52348;Neuilly-l'Évêque;330;7,9
52353;Nogent;1 828;7,6
52365;Orges;;
52377;Parnoy-en-Bassigny;226;18,1
52386;Perthes;240;4,6
52398;Poissons;304;4,3
52401;Poulangy;205;8,3
52405;Le Montsaugeonnais;608;10
52411;Rives Dervoises;751;5,5
52414;Rachecourt-sur-Marne;300;4,3
52423;Rimaucourt;277;8,3
52425;Rivière-les-Fosses;141;9,9
52432;Rolampont;726;8,1
52444;Saint-Blin;164;13,4
52448;Saint-Dizier;8 384;5,4
52470;Serqueux;338;14,2
52479;Sommevoire;338;10,4
52480;Soncourt-sur-Marne;;
52490;Thonnance-lès-Joinville;395;7,1
52492;Torcenay;;
52510;Vaux-sur-Blaise;192;6,3
52512;Vecqueville;224;8,5
52524;Vignory;;
52529;Villegusien-le-Lac;610;6,4
52534;Villiers-en-Lieu;696;1,7
52535;Villiers-le-Sec;320;3,8
52544;Voisey;324;18,2
52550;Wassy;1 226;10,4
53001;Ahuillé;761;1,4
53003;Ambrières-les-Vallées;1 456;6,8
53005;Andouillé;1 106;2,6
53007;Argentré;1 170;1
53008;Aron;830;2,8
53012;Athée;;
53013;Averton;347;11
53015;La Baconnière;759;4,1
53016;Bais;619;7,9
53017;Val-du-Maine;424;2,6
53018;Ballots;545;4,6
53022;La Bazouge-de-Chemeré;;
53025;Bazougers;457;4,2
53029;Bierné-les-Villages;583;7
53034;Bonchamp-lès-Laval;2 618;0,6
53035;Bouchamps-lès-Craon;;
53036;Bouère;526;7,6
53037;Bouessay;318;3,5
53039;Le Bourgneuf-la-Forêt;811;3,5
53040;Bourgon;294;4,4
53042;Brecé;467;6,2
53043;Brée;;
53048;Chailland;617;6
53049;Châlons-du-Maine;;
53051;Champéon;330;9,1
53053;Champgenéteux;351;10,3
53054;Changé;2 601;0,7
53055;Chantrigné;;
53061;Charchigné;;
53062;Château-Gontier-sur-Mayenne;7 976;4,6
53064;Châtillon-sur-Colmont;544;5,7
53066;Chemazé;601;2
53067;Chémeré-le-Roi;245;7,8
53072;Commer;;
53073;Congrier;400;9
53074;Contest;;
53076;Cossé-en-Champagne;;
53077;Cossé-le-Vivien;1 385;3,2
53079;Couesmes-Vaucé;328;7,6
53080;Couptrain;;
53083;Courcité;503;7,8
53084;Craon;2 343;3,6
53086;La Croixille;291;4,8
53088;Cuillé;;
53089;Daon;;
53091;Désertines;;
53094;Entrammes;972;1,1
53096;Ernée;2 766;6,8
53097;Évron;4 036;3,5
53100;Fougerolles-du-Plessis;743;8,6
53103;Le Genest-Saint-Isle;878;2,6
53106;Gesvres;346;14,5
53107;Gorron;1 361;5,6
53108;La Gravelle;225;5,8
53109;Grazay;;
53110;Grez-en-Bouère;439;3
53112;Le Ham;;
53113;Hambers;356;6,7
53116;Le Horps;374;11
53119;L'Huisserie;;
53120;Izé;305;11,8
53121;Javron-les-Chapelles;869;11
53122;Jublains;425;8
53123;Juvigné;684;6,3
53124;Prée-d'Anjou;570;3
53125;Landivy;636;9
53126;Larchamp;565;7,1
53127;Lassay-les-Châteaux;1 379;8
53130;Laval;22 905;2,6
53133;Lignières-Orgères;537;8,9
53135;Livré-la-Touche;327;4,6
53136;La Roche-Neuville;512;2,5
53137;Loiron-Ruillé;1 094;1
53140;Louverné;1 768;0,8
53142;Madré;274;8,8
53144;Marcillé-la-Ville;383;5,5
53146;Martigné-sur-Mayenne;788;1,5
53147;Mayenne;6 449;5
53151;Méral;433;4,6
53152;Meslay-du-Maine;1 366;3,7
53154;Montaudin;453;9,3
53155;Montenay;648;6,3
53158;Montjean;434;2,5
53160;Montreuil-Poulay;265;13,2
53161;Montsûrs;1 565;5,4
53162;Moulay;;
53164;Neuilly-le-Vendin;310;14,2
53168;Nuillé-sur-Vicoin;524;2,3
53170;Oisseau;646;7,6
53176;Le Pas;;
53181;Pontmain;352;4
53182;Port-Brillet;818;2
53185;Pré-en-Pail-Saint-Samson;1 464;11,9
53186;Quelaines-Saint-Gault;909;2,9
53188;Renazé;1 361;6,1
53190;Le Ribay;246;6,5
53197;Saint-Aignan-sur-Roë;;
53198;Saint-Aubin-du-Désert;193;13
53199;Saint-Aubin-Fosse-Louvain;;
53201;Saint-Berthevin;3 160;0,7
53202;Saint-Berthevin-la-Tannière;;
53204;Saint-Calais-du-Désert;287;12,9
53208;Saint-Cyr-en-Pail;290;12,8
53210;Saint-Denis-d'Anjou;;
53211;Saint-Denis-de-Gastines;787;7,6
53213;Saint-Ellier-du-Maine;271;9,6
53216;Saint-Fraimbault-de-Prières;;
53218;Sainte-Gemmes-le-Robert;432;5,8
53219;Saint-Georges-Buttavent;727;5
53225;Saint-Germain-le-Guillaume;232;5,2
53226;Saint-Hilaire-du-Maine;366;4,9
53228;Blandouet-Saint Jean;333;6,3
53229;Saint-Jean-sur-Mayenne;691;2
53235;Sainte-Marie-du-Bois;;
53237;Saint-Mars-sur-Colmont;298;7,7
53238;Saint-Mars-sur-la-Futaie;358;11,5
53243;Saint-Ouën-des-Toits;762;2,5
53245;Saint-Pierre-des-Landes;498;8,4
53246;Saint-Pierre-des-Nids;1 073;8,2
53247;Saint-Pierre-la-Cour;993;2,3
53249;Vimartin-sur-Orthe;818;3,7
53250;Saint-Poix;;
53255;Sainte-Suzanne-et-Chammes;738;7,6
53258;La Selle-Craonnaise;;
53262;Soulgé-sur-Ouette;471;2,8
53265;Torcé-Viviers-en-Charnie;415;6,5
53267;Vaiges;560;7,3
53269;Vautorte;;
53271;Villaines-la-Juhel;1 381;5,9
53273;Villiers-Charlemagne;;
53276;Voutré;436;5,5
54010;Allamps;;
54011;Allondrelle-la-Malmaison;265;6
54015;Anderny;135;14,8
54020;Anthelupt;;
54022;Arnaville;284;5,6
54025;Art-sur-Meurthe;;
54028;Auboué;1 369;3,3
54029;Audun-le-Roman;1 052;2,2
54035;Avricourt;229;12,2
54038;Azerailles;396;9,3
54039;Baccarat;2 255;12,9
54040;Badonviller;835;13,1
54043;Bainville-sur-Madon;528;2,1
54049;Baslieux;;
54051;Batilly;542;2
54054;Bayon;775;9
54059;Belleau;;
54060;Belleville;663;4,5
54061;Bénaménil;;
54064;Bertrambois;206;16
54065;Bertrichamps;562;3,6
54076;Blainville-sur-l'Eau;1 415;1,8
54077;Blâmont;555;14,2
54079;Blénod-lès-Pont-à-Mousson;1 643;4,4
54080;Blénod-lès-Toul;504;5,2
54084;Mont-Bonvillers;444;5,4
54086;Boucq;;
54089;Bouxières-aux-Chênes;655;2,4
54090;Bouxières-aux-Dames;1 736;1,3
54099;Val de Briey;3 963;5,7
54105;Bulligny;285;5,6
